date,AFG-new_deaths,AFG-stringency_index,AFG-new_cases,AFG-new_people_vaccinated_smoothed,VIE-new_deaths,VIE-stringency_index,VIE-new_cases,VIE-new_people_vaccinated_smoothed,BRA-new_deaths,BRA-stringency_index,BRA-new_cases,BRA-new_people_vaccinated_smoothed,IND-new_deaths,IND-stringency_index,IND-new_cases,IND-new_people_vaccinated_smoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
08-03-2021,2,12.04,29,2862,0,63.43,12,377,1122,67.13,36585,242668,77,63.43,15388,955278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-03-2021,0,12.04,0,2862,0,63.43,2,261,1951,67.13,71294,235761,133,57.87,17921,1013922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-03-2021,0,30.56,18,2862,0,63.43,3,318,2381,67.13,81467,227920,126,57.87,22854,1042194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-03-2021,0,30.56,23,2862,0,63.43,4,396,2195,67.13,77071,228195,117,57.87,23285,948429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-03-2021,3,30.56,42,2862,0,63.43,17,1050,2122,67.13,82471,226959,140,57.87,24882,1011260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2021,0,30.56,0,2862,0,63.43,3,1674,1956,67.13,70343,218280,161,57.87,25320,1019905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2021,3,30.56,26,2862,0,63.43,1,1658,1070,67.13,43448,212934,118,57.87,26291,1032069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2021,2,30.56,0,2862,0,63.43,3,2213,1334,67.13,44314,226117,131,57.87,24492,1162314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2021,1,30.56,10,2862,0,63.43,3,2882,2850,67.13,85645,233977,188,57.87,28903,1265401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2021,0,30.56,21,2882,0,63.43,7,3300,2661,70.83,88652,244597,172,57.87,35871,1366615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2021,2,30.56,28,2902,0,63.43,3,3709,2724,70.83,87926,251034,154,57.87,39726,1570056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-03-2021,0,30.56,25,2921,0,63.43,1,3675,2656,70.83,88259,280264,188,57.87,40953,1680932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-03-2021,0,30.56,24,2941,0,63.43,1,3189,2368,70.83,73154,295695,197,57.87,43846,1831079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-03-2021,1,30.56,10,2961,0,63.43,0,3184,1247,70.83,47445,300039,212,57.87,46951,1874560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2021,1,30.56,50,2980,0,63.43,3,2888,1603,70.83,55970,318151,199,57.87,40715,1935953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2021,2,26.85,24,3000,0,56.94,0,2459,3147,70.83,85208,345061,275,57.87,47262,1981416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2021,0,26.85,15,3000,0,56.94,1,2252,2317,70.83,90906,387271,251,57.87,53476,2035107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2021,1,26.85,34,3000,0,56.94,3,2097,2654,70.83,98261,435312,257,57.87,59118,2082177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-03-2021,0,26.85,28,3000,0,56.94,7,1861,3510,70.83,80346,488481,291,57.87,62258,2083513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-03-2021,2,26.85,36,3000,0,56.94,0,1702,3409,70.83,81703,506042,312,57.87,62714,2045178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-03-2021,1,26.85,4,3000,0,56.94,5,1607,1582,70.83,46958,527927,291,57.87,68020,2012276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2021,2,26.85,28,3000,0,56.94,3,1476,2013,70.83,42615,574347,271,57.87,56211,1654321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2021,4,26.85,62,3000,0,56.94,0,1478,3655,70.83,86441,596767,354,57.87,53480,1608155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2021,8,26.85,70,3000,0,56.94,9,1418,3925,70.83,88725,615623,459,57.87,72330,1562380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2021,5,26.85,63,3000,0,56.94,14,1284,3655,70.83,87773,648013,469,57.87,81466,1735332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-04-2021,6,26.85,55,3000,0,56.94,3,1156,2801,70.83,69375,567424,714,57.87,89129,1950710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-04-2021,1,26.85,23,3000,0,56.94,6,1151,1909,70.83,39355,562888,513,74.54,93249,2042576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-04-2021,1,26.85,81,3000,0,56.94,5,1039,1242,70.83,32318,570908,478,74.54,103558,2431229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-04-2021,11,26.85,41,3000,0,56.94,6,922,1912,70.83,42674,531574,446,69.91,96982,2866559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-04-2021,4,26.85,62,3000,0,56.94,11,814,4068,70.83,85132,550705,630,69.91,115736,3135426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-04-2021,0,26.85,94,3000,0,56.94,11,773,3671,70.83,88696,541822,685,69.91,126789,3282832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2021,4,26.85,70,3714,0,56.94,9,768,4148,70.83,88555,515369,780,69.91,131968,3329675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-04-2021,5,26.85,76,4429,0,56.94,15,849,3752,70.83,88110,541781,794,69.91,145384,3240323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-04-2021,0,26.85,125,5143,0,56.94,9,845,2378,70.83,66552,553547,839,69.91,152879,3306642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-04-2021,0,26.85,16,5857,0,56.94,1,858,1857,70.83,39175,541509,904,69.91,168912,3272652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-04-2021,8,26.85,82,6571,0,56.94,12,912,1711,70.83,39650,550603,879,69.91,161736,3252247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2021,0,26.85,122,7286,0,51.39,9,884,3757,70.83,82661,517574,1027,69.91,184372,3052128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2021,3,26.85,128,8000,0,51.39,19,982,3445,70.83,74606,493985,1038,69.91,200739,3059453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2021,1,26.85,42,8000,0,51.39,25,1023,3491,70.83,71183,461655,1185,69.91,217353,2841819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-04-2021,2,26.85,78,8000,0,51.39,14,1190,3337,70.83,84387,445286,1341,69.91,234692,2663519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-04-2021,4,26.85,109,8000,0,51.39,9,1363,2877,70.83,68565,426855,1501,69.91,261394,2506445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-04-2021,0,26.85,72,8000,0,51.39,4,2966,1522,70.83,38838,415627,1619,69.91,273802,2254910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2021,7,26.85,105,8000,0,51.39,6,3087,1756,63.43,36522,399530,1761,73.61,259167,2088020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2021,3,26.85,139,8000,0,51.39,9,6684,3347,60.65,72643,387276,2023,73.61,295158,1909194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2021,8,26.85,177,8000,0,51.39,12,6696,3197,60.65,73988,360239,2104,73.61,314644,1642023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2021,4,26.85,98,8000,0,51.39,12,9265,2051,60.65,48108,344117,2263,73.61,332921,1605002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2021,4,26.85,230,8428,0,51.39,6,15667,3042,60.65,69281,424800,2624,73.61,346786,1511338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2021,7,26.85,188,8855,0,51.39,3,18740,2766,60.65,63781,413692,2767,73.61,349691,1422907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-04-2021,10,26.85,113,9283,0,51.39,10,18636,1334,60.65,33641,404459,2812,73.61,352991,1489034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-04-2021,10,26.85,172,9711,0,51.39,9,25554,1380,60.65,32398,413531,2771,73.61,323023,1461010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2021,6,26.85,210,10138,0,69.91,5,30266,3081,60.65,75844,441693,3293,73.61,360927,1513859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2021,13,26.85,145,10566,0,69.91,8,45249,3012,60.65,77279,461517,3645,73.61,379308,1552117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2021,7,26.85,206,10994,0,69.91,45,53975,3032,60.65,68614,479526,3498,73.61,386555,1461091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2021,7,26.85,169,10994,0,69.91,18,47688,2861,60.65,72008,416127,3523,73.61,401993,1484158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2021,6,26.85,194,10994,0,69.91,14,44638,2240,60.65,58292,407125,3689,73.61,392488,1419649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-05-2021,6,26.85,183,10994,0,69.91,20,46088,1266,60.65,29288,406130,3417,73.61,368060,1272735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-05-2021,5,26.85,178,10994,0,69.91,23,39904,1125,56.94,38989,391909,3449,73.61,357316,1115775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2021,6,26.85,263,10994,0,69.91,10,38107,2979,56.94,69535,374321,3780,73.61,382146,1052090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2021,6,26.85,234,10994,0,69.91,35,35760,2771,56.94,76372,391674,3980,73.61,412431,1027495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2021,10,26.85,365,10994,0,69.91,60,34485,2536,56.94,72290,432500,3915,73.61,414188,1035283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-05-2021,9,26.85,293,10994,0,69.91,47,41729,2186,56.94,76844,473108,4187,73.61,401078,988268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2021,10,26.85,300,10994,0,69.91,108,45886,2082,56.94,61761,488930,4077,73.61,403405,1005359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2021,3,26.85,87,10994,0,69.91,167,45609,922,56.94,32720,490522,3769,73.61,366494,1021504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-05-2021,12,26.85,221,10994,0,69.91,77,47221,1111,56.94,36301,511558,3876,81.94,329942,1070763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2021,12,26.85,340,10994,0,71.76,82,43167,2245,56.94,70106,518191,4205,81.94,348421,1132775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2021,3,26.85,315,9764,0,71.76,87,33152,2581,56.94,76248,534798,4120,81.94,362727,1153515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2021,8,26.85,327,8534,0,71.76,82,25787,2277,56.94,80030,499614,4000,81.94,343144,1146957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2021,9,26.85,310,7304,0,71.76,76,20957,2187,56.94,77914,473137,3890,81.94,326098,1080948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2021,3,26.85,57,6074,1,71.76,296,17412,2001,60.65,67351,473892,4077,81.94,311170,1109376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2021,9,26.85,72,4844,1,71.76,100,15023,1061,60.65,37564,490665,4106,81.94,281386,1129951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2021,3,26.85,114,3615,0,71.76,147,14286,1085,60.65,35598,479722,4329,81.94,263533,1128315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2021,6,26.85,221,2385,0,77.31,153,13548,2451,60.65,74805,481202,4529,81.94,267334,1101836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2021,11,26.85,303,2385,0,77.31,208,11223,2500,60.65,80263,457378,3874,81.94,276110,1075480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2021,10,26.85,453,2385,2,77.31,89,8897,2511,60.65,83387,474462,4209,81.94,259551,1076723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-05-2021,10,26.85,505,2259,2,77.31,132,6572,2126,60.65,76631,476933,4194,81.94,257299,1151525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2021,10,26.85,406,2134,1,77.31,178,6311,1726,60.65,67896,473054,3741,81.94,240842,1155358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-05-2021,10,54.63,242,2008,1,77.31,156,6260,889,60.65,38495,531689,4454,81.94,222315,1181265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-05-2021,10,54.63,547,1883,1,77.31,129,4670,862,60.65,37480,531970,3511,81.94,196427,1315898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-05-2021,24,54.63,628,1757,0,77.31,527,3080,2184,60.65,74041,519144,4157,81.94,208921,1320168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2021,19,54.63,840,1631,1,77.31,155,2761,2463,60.65,80245,515648,3847,81.94,211298,1550862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2021,14,54.63,623,1319,1,77.31,270,4058,2101,66.2,64531,491577,3660,81.94,186364,1736993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-05-2021,12,54.63,764,1135,1,77.31,40,5355,2426,66.2,53888,517908,3617,81.94,173790,1811918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2021,18,36.11,981,951,0,77.31,512,6652,1941,66.2,75863,531810,3460,81.94,165553,2134155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-05-2021,20,36.11,650,766,0,77.31,199,8268,913,66.2,41449,458632,3128,81.94,152734,2223546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-05-2021,25,41.67,1077,621,0,77.31,325,9885,966,66.2,36607,474301,2795,81.94,127510,2127083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2021,29,41.67,1139,476,1,77.31,193,10159,2334,66.2,78913,486671,3207,81.94,132788,2296257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-06-2021,34,41.67,1049,331,1,77.31,245,10433,2508,66.2,96278,543837,2887,81.94,134154,2239598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-06-2021,27,41.67,1093,318,0,77.31,193,15069,1914,66.2,76067,541529,2713,81.94,132364,2216187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-06-2021,34,41.67,1509,320,2,77.31,301,21866,1191,66.2,43171,525643,3380,81.94,120529,2652484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-06-2021,36,41.67,1335,322,2,77.31,216,23487,1670,66.2,61667,555248,2677,81.94,114460,2401914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2021,41,41.67,1261,324,0,77.31,211,22362,880,66.2,40343,571506,2427,81.94,100636,2525384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-06-2021,42,41.67,1617,287,0,77.31,236,32919,1149,60.65,39716,578991,2123,81.94,86498,2615785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-06-2021,64,41.67,1485,250,2,77.31,195,33932,2648,60.65,55713,652846,2219,81.94,92596,2682673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-06-2021,54,41.67,1724,223,0,77.31,413,37682,2392,60.65,84867,673642,2177,81.94,93463,2765079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-06-2021,51,41.67,1842,250,0,77.31,200,33860,2505,60.65,91244,750880,3000,81.94,92291,2861297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-06-2021,56,41.67,1824,259,2,77.31,213,29627,2177,60.65,86312,817405,4002,81.94,84332,2606101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-06-2021,37,43.52,1024,269,1,77.31,289,27166,1974,60.65,73773,828704,3303,81.94,80834,2669027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-06-2021,78,43.52,1121,278,1,77.31,293,32592,1120,60.65,36984,847396,3921,81.94,70421,2756733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-06-2021,85,46.3,1597,288,0,77.31,251,27302,1020,60.65,42692,896611,2726,81.94,60471,2867067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2021,71,46.3,1814,1994,2,77.31,423,38814,2685,60.65,87141,915405,2542,81.94,62224,2781011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2021,0,46.3,16,3691,0,77.31,490,51181,2702,60.65,86528,928709,2330,81.94,67208,2745796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-06-2021,159,46.3,3243,5387,0,77.31,356,77100,2314,60.65,76492,1087097,1587,81.94,62480,2889599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-06-2021,92,46.3,2203,7084,1,77.31,358,104965,2476,60.65,95444,1157160,1647,81.94,60753,2875334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-06-2021,96,46.3,1787,8781,2,77.31,470,120604,2205,60.65,77934,1195259,1571,81.94,58226,3119709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-06-2021,92,46.3,1385,10477,2,77.31,280,122557,1031,60.65,44587,1211724,1427,81.94,53449,3138350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
