date,AFG-new_deaths,AFG-stringency_index,AFG-new_cases,AFG-new_people_vaccinated_smoothed,VIE-new_deaths,VIE-stringency_index,VIE-new_cases,VIE-new_people_vaccinated_smoothed,BRA-new_deaths,BRA-stringency_index,BRA-new_cases,BRA-new_people_vaccinated_smoothed,IND-new_deaths,IND-stringency_index,IND-new_cases,IND-new_people_vaccinated_smoothed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
31-08-2022,0,11.11,246,12799,0,25.93,2727,25903,114,22.22,15842,23112,112,31.48,20616,92398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2022,1,11.11,270,11599,0,25.93,2680,25903,0,22.22,0,23923,21,31.48,6168,85576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-09-2022,0,11.11,0,10398,1,25.93,1548,24957,297,22.22,26292,23010,33,31.48,7219,80225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-09-2022,2,11.11,392,9198,1,25.93,1596,24011,0,22.22,0,24687,26,31.48,6809,77385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-09-2022,2,11.11,251,7998,1,25.93,1391,23065,0,22.22,0,25261,16,31.48,5910,73864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-09-2022,1,11.11,192,7701,2,25.93,2161,22119,163,22.22,21394,16293,23,31.48,4417,76378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-09-2022,0,11.11,259,7404,1,25.93,3699,21173,0,22.22,0,18200,27,31.48,2799,72108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-09-2022,2,11.11,398,7107,2,25.93,3878,20227,0,22.22,0,14947,33,31.48,8975,72754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-09-2022,1,11.11,286,8010,1,25.93,3191,19281,0,22.22,0,12928,31,31.48,6093,77313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-09-2022,0,11.11,173,8914,0,25.93,3649,19112,388,22.22,39200,14010,18,31.48,5554,75249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-09-2022,1,11.11,160,9817,0,25.93,2498,18943,0,22.22,0,12147,11,31.48,5076,73046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-09-2022,0,11.11,294,10720,3,25.93,1643,18774,0,22.22,0,11795,15,31.48,5221,71324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-09-2022,2,11.11,257,9744,1,25.93,2013,18605,85,22.22,17218,12011,20,31.48,1783,70654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-09-2022,2,11.11,222,9168,2,25.93,3301,18435,104,22.22,10420,13795,31,31.48,7694,72630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2022,1,11.11,347,8592,0,25.93,3107,18266,119,22.22,14525,15892,34,31.48,6422,72461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-09-2022,0,11.11,119,8016,5,25.93,2965,18097,82,22.22,9931,16639,23,31.48,6298,71905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-09-2022,2,11.11,122,7440,0,25.93,3080,17451,0,22.22,0,15331,29,31.48,5747,71160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-09-2022,0,11.11,74,6864,1,25.93,2479,16804,0,22.22,0,16473,35,31.48,5664,70772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-09-2022,1,11.11,174,6287,1,25.93,1891,16158,0,22.22,0,16939,18,31.48,4858,69161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-09-2022,1,11.11,194,6688,2,25.93,1778,15511,221,22.22,23330,17118,15,31.48,4043,66530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-09-2022,0,11.11,174,6629,1,25.93,3177,14865,4,22.22,,12507,33,31.48,1922,62780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-09-2022,0,5.56,180,6569,4,25.93,2287,14218,0,22.22,0,12455,26,31.48,8031,59759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-09-2022,0,5.56,235,6510,0,25.93,1928,13572,249,22.22,24628,12978,20,31.48,5383,54811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-09-2022,0,5.56,140,6451,0,25.93,2545,11993,73,22.22,7772,13391,38,31.48,4912,51486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-09-2022,0,5.56,81,6392,0,25.93,1176,10414,0,22.22,0,12417,23,31.48,4777,48888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-09-2022,0,5.56,172,6333,0,25.93,961,8836,0,22.22,0,12045,20,31.48,4129,48437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-09-2022,2,5.56,127,6274,0,25.93,1432,7257,85,22.22,13861,72809,32,31.48,3230,47069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-09-2022,0,5.56,207,6208,1,25.93,1588,5679,0,22.22,0,72935,22,31.48,3615,45404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-09-2022,1,5.56,126,6143,0,25.93,1587,4100,92,22.22,15902,72103,27,31.48,4272,44043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-09-2022,0,5.56,191,6011,1,25.93,978,2522,0,22.22,0,70405,18,31.48,3947,43263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-09-2022,1,5.56,121,5879,0,25.93,1470,2522,109,22.22,18334,68706,26,31.48,3805,44512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2022,0,5.56,122,5747,1,25.93,672,2522,0,22.22,0,68263,18,31.48,3375,42919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-10-2022,1,5.56,76,5615,0,25.93,490,2522,0,22.22,0,68667,28,31.48,3011,39152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-10-2022,2,5.56,159,5483,0,25.93,796,2522,335,22.22,12005,7263,15,31.48,1968,35145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-10-2022,0,5.56,145,5416,2,25.93,1020,2522,0,22.22,0,6714,17,31.48,2426,32136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-10-2022,1,5.56,155,5107,0,25.93,1195,2522,202,22.22,14488,5420,12,31.48,2571,27995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-10-2022,0,5.56,149,4864,0,25.93,1130,2522,133,22.22,8216,5420,9,31.48,1997,21826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-10-2022,0,5.56,136,4622,1,25.93,702,2522,0,22.22,0,5420,24,31.48,2797,14985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-10-2022,0,5.56,72,4380,1,25.93,682,2522,0,22.22,0,4646,21,31.48,2756,13072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2022,2,5.56,170,4137,0,25.93,371,2522,0,22.22,0,3871,15,31.48,2424,12509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-10-2022,1,5.56,97,3895,0,25.93,1045,2522,171,22.22,16956,3179,8,31.48,1957,12583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-10-2022,0,5.56,157,3653,1,23.15,1226,2522,86,22.22,7350,2404,13,31.48,,13935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-10-2022,0,5.56,103,3849,1,23.15,1196,2522,0,22.22,0,2228,12,31.48,5084,18097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-10-2022,2,5.56,117,4045,0,23.15,1070,2522,106,22.22,8326,2052,10,31.48,2678,20381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-10-2022,0,5.56,168,4242,0,23.15,590,2496,75,22.22,6597,1278,17,31.48,2430,20853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2022,2,5.56,82,4438,0,23.15,732,2470,0,22.22,0,1278,21,31.48,2401,21601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-10-2022,0,5.56,116,4634,0,23.15,325,2444,0,22.22,0,1278,10,31.48,2060,21961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-10-2022,0,5.56,64,5403,2,23.15,673,2419,0,22.22,0,1196,8,31.48,1542,22067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-10-2022,1,5.56,227,6172,1,23.15,623,2393,0,22.22,0,1237,10,31.48,1946,22211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-10-2022,0,5.56,54,6744,1,23.15,1337,2367,279,22.22,24858,639,20,31.48,2141,20250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10-2022,2,5.56,193,7317,0,23.15,541,2341,0,22.22,0,41,10,31.48,2119,21730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-10-2022,4,5.56,199,7889,0,23.15,582,2389,104,22.22,9142,41,4,31.48,2112,23233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-10-2022,0,5.56,77,8462,0,23.15,475,2436,0,22.22,0,41,4,31.48,1994,22260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-10-2022,0,5.56,82,9034,0,23.15,158,2484,0,22.22,0,41,16,31.48,1334,21001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-10-2022,0,5.56,91,9034,2,23.15,546,2532,47,22.22,3324,41,3,31.48,862,20392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-10-2022,2,5.56,148,8565,0,23.15,514,2579,136,22.22,15538,0,1,31.48,830,17117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2022,0,5.56,162,8097,1,23.15,826,2627,197,22.22,7751,0,6,31.48,1112,14445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-10-2022,0,5.56,99,7628,3,23.15,484,2674,55,22.22,8183,0,12,31.48,2208,11133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-10-2022,0,5.56,148,7159,2,23.15,2549,2383,0,22.22,0,0,9,31.48,1574,8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-10-2022,1,5.56,78,6690,1,23.15,263,2091,0,22.22,0,0,8,31.48,1594,6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-10-2022,0,5.56,132,6222,0,23.15,305,1800,0,22.22,0,0,8,31.48,1336,5792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-10-2022,1,5.56,97,5753,0,23.15,411,1508,195,22.22,13491,0,53,31.48,1046,5971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-11-2022,1,5.56,104,5753,1,23.15,449,1217,62,22.22,8286,0,1375,31.48,1190,6338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-11-2022,0,5.56,98,9939,1,23.15,757,925,0,22.22,0,0,9,31.48,98,6665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-11-2022,2,5.56,130,9858,0,23.15,819,634,48,22.22,9273,842,18,31.48,2439,6923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-11-2022,0,5.56,102,9776,0,23.15,339,1455,65,22.22,2755,1683,7,31.48,1082,7251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2022,1,5.56,77,9694,0,23.15,359,2276,0,22.22,0,1742,14,31.48,1132,7198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2022,0,5.56,107,9612,1,23.15,241,3097,0,22.22,0,1802,9,31.48,925,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-11-2022,2,5.56,148,9530,0,23.15,365,3918,63,22.22,6429,1861,0,31.48,,7129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-11-2022,1,2.78,113,9448,0,23.15,442,4740,0,22.22,0,1920,0,31.48,0,7909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-11-2022,0,2.78,152,4976,0,23.15,468,5561,0,22.22,0,1979,0,31.48,0,7780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-11-2022,0,2.78,193,4773,0,23.15,416,6382,212,22.22,34084,1137,11,31.48,4517,7697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-11-2022,0,2.78,105,4569,0,23.15,630,6382,49,22.22,18622,296,8,31.48,833,7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-11-2022,0,2.78,25,4366,0,23.15,277,6382,0,22.22,0,237,3,31.48,729,6949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2022,0,2.78,93,4162,0,23.15,242,6382,0,22.22,0,177,1,31.48,552,6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-11-2022,0,2.78,100,3959,0,23.15,204,6382,0,22.22,0,118,1,31.48,466,6623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-11-2022,0,2.78,114,3755,0,23.15,580,6382,0,22.22,0,19997,2,31.48,510,6206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-11-2022,1,2.78,96,5181,1,23.15,502,6382,108,22.22,29875,39875,11,31.48,635,6196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-11-2022,0,2.78,162,5372,0,23.15,509,6382,71,22.22,32970,39875,7,31.48,,6161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2022,0,2.78,27,5563,1,23.15,435,7432,72,22.22,28452,39875,17,31.48,1781,5764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-11-2022,1,2.78,30,5754,1,23.15,259,8483,0,22.22,0,39875,4,31.48,492,5697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2022,0,2.78,107,5945,0,23.15,274,9534,0,22.22,0,39875,12,31.48,406,5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-11-2022,1,2.78,83,6136,0,23.15,370,10584,0,22.22,0,39875,5,31.48,294,6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-11-2022,1,2.78,95,6327,0,23.15,316,11635,248,22.22,52657,19938,5,28.7,360,6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-11-2022,0,2.78,67,5093,0,23.15,546,12686,117,22.22,29884,0,5,28.7,408,6548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-11-2022,0,2.78,115,5093,1,23.15,489,13736,70,22.22,23205,0,3,28.7,340,6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2022,0,2.78,35,5093,0,23.15,574,13736,100,22.22,44262,0,4,28.7,394,6025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-11-2022,0,2.78,71,5093,0,23.15,427,13736,0,22.22,0,0,4,28.7,345,6081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-11-2022,0,2.78,0,5093,0,23.15,358,13736,0,22.22,0,0,2,28.7,291,5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-11-2022,0,2.78,190,4867,0,23.15,333,13736,0,22.22,0,22853,1,28.7,215,5375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-11-2022,0,2.78,28,4641,2,23.15,558,13736,223,22.22,78096,45706,5,28.7,274,5184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-11-2022,0,2.78,77,4415,3,23.15,485,13736,0,22.22,0,52905,2,28.7,296,4410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2022,1,2.78,166,4189,1,23.15,581,13736,280,22.22,74538,55248,2,28.7,275,4182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-12-2022,0,2.78,60,3963,0,23.15,635,12285,129,22.22,35409,55937,3,28.7,252,4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-12-2022,0,2.78,12,3738,1,23.15,393,10833,0,22.22,0,56627,1,28.7,226,3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-12-2022,0,2.78,61,3512,0,23.15,205,9382,0,22.22,0,56909,2,28.7,226,3753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-12-2022,1,2.78,67,3512,0,23.15,427,7930,155,22.22,58645,35042,3,28.7,164,3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-12-2022,0,0,58,4176,1,23.15,362,6479,0,22.22,0,13692,5,28.7,166,3296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-12-2022,2,0,83,4841,0,23.15,500,5027,0,22.22,0,7995,9,28.7,241,3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-12-2022,2,0,51,5505,0,23.15,528,3576,448,22.22,135525,6167,6,28.7,249,3659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-12-2022,0,0,39,6170,0,23.15,498,3576,0,22.22,0,5991,1,28.7,210,3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2022,0,0,39,6835,0,23.15,408,3576,0,22.22,0,5963,4,28.7,173,3640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-12-2022,0,0,60,7499,0,23.15,194,3576,0,22.22,0,5860,0,28.7,0,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-12-2022,1,0,99,8164,0,23.15,383,3576,338,22.22,112054,5933,0,28.7,273,3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-12-2022,3,0,41,8164,1,23.15,366,3576,163,22.22,53148,5442,0,28.7,152,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-12-2022,0,0,45,8164,0,23.15,320,3576,271,22.22,54493,4040,5,28.7,200,3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-12-2022,0,0,91,8164,0,23.15,389,3576,203,22.22,58421,3627,0,28.7,162,4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-12-2022,0,0,33,8164,0,23.15,334,3638,158,22.22,59694,27587,4,28.7,167,4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-12-2022,1,0,31,8164,0,23.15,319,3701,0,22.22,0,27566,5,28.7,176,4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-12-2022,1,0,94,8164,0,23.15,177,3763,0,22.22,0,57826,2,28.7,135,4327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-12-2022,0,0,47,8164,1,23.15,234,3826,231,22.22,75537,57081,3,28.7,112,4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-12-2022,0,0,62,8164,0,23.15,206,3888,239,22.22,56697,56382,3,28.7,132,4397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-12-2022,0,0,44,8164,1,23.15,200,3950,181,22.22,42681,56580,1,28.7,185,4193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-12-2022,0,0,49,8164,1,23.15,213,4013,191,22.22,48404,56777,9,28.7,163,4201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-12-2022,0,0,23,7697,2,23.15,313,3678,0,22.22,0,32345,1,28.7,201,4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-12-2022,0,0,48,7230,0,23.15,109,3344,0,22.22,0,32995,2,28.7,227,4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-12-2022,1,0,89,6764,0,23.15,71,3010,0,22.22,0,2894,2,28.7,187,5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-12-2022,0,0,39,6297,0,23.15,163,2676,317,22.22,97544,2614,1,28.7,166,5511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-12-2022,0,0,22,5830,0,23.15,211,2342,230,22.22,35898,3219,0,28.7,188,6061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-12-2022,0,0,33,5364,0,23.15,132,2007,363,22.22,38434,3130,2,28.7,268,6686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-12-2022,1,0,18,4897,0,23.15,234,1673,172,22.22,37694,3040,1,28.7,243,7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-12-2022,0,0,39,4897,2,23.15,131,1673,119,22.22,28866,3053,3,28.7,226,7565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-12-2022,2,0,9,4897,0,23.15,87,1673,0,22.22,0,1889,3,28.7,265,7676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
